userName,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,cleaned_content,sentiment,polarity
A Google user,Good,5,0,,2021-12-01 08:32:00,,,,good,Positive,0.7
A Google user,"I always prefer Shall bcz the way staff respects the customer I like and also shall store r superb, But thing Rate R so high",5,0,1.0.4(17),2021-12-01 05:40:24,,,1.0.4(17),i always prefer shall bcz the way staff respects the customer i like and also shall store r superb but thing rate r so high,Positive,0.58
A Google user,Good petrol. Good staff. Good service,5,1,1.0.3,2021-12-01 00:00:47,,,1.0.3,good petrol good staff good service,Positive,0.6999999999999998
A Google user,Good sarvice,5,0,1.0.3,2021-11-30 18:11:13,"Hello, we are glad you like the experience. Hope to make your every journey more rewarding!",2021-12-01 16:14:40,1.0.3,good sarvice,Positive,0.7
A Google user,Very nice,5,0,1.0.3,2021-11-28 16:59:13,"Hi, we are glad you like the experience. Hope to keep delighting you!",2021-12-01 16:14:45,1.0.3,very nice,Positive,0.78
A Google user,Polite workforce,5,0,1.0.3,2021-11-27 21:20:45,"Hi, we are glad you liked the experience! Keep visiting us to make very journey rewarding.",2021-12-01 16:15:03,1.0.3,polite workforce,Neutral,0.0
A Google user,👍👌👌,5,0,1.0.3,2021-11-26 16:50:27,"Hello, thank you for writing in! Keep your notifications on for more exciting offers and updates.",2021-12-01 16:15:37,1.0.3,,Neutral,0.0
A Google user,Good app :),5,0,1.0.3,2021-11-23 16:16:28,"Hi, we are glad you like the experience. Hope to keep delighting you!",2021-12-01 16:18:04,1.0.3,good app,Positive,0.7
A Google user,"Please start giving cash back on all petrol pump for all shell go plus member , what he had changed his job and has to go from other rout and their is petrol and he is loyal on same were he uses you petrol and so cash back to be giving to him as well....please make changes on same",5,0,1.0.3,2021-11-19 15:19:29,,,1.0.3,please start giving cash back on all petrol pump for all shell go plus member what he had changed his job and has to go from other rout and their is petrol and he is loyal on same were he uses you petrol and so cash back to be giving to him as wellplease make changes on same,Neutral,0.03472222222222222
A Google user,Pls increase points for purchase sir thanq,5,0,1.0.3,2021-11-19 07:27:07,"Hi, thank you for writing in. We have noted down your feedback and forwarded it to relevant team.",2021-11-19 12:48:29,1.0.3,pls increase points for purchase sir thanq,Neutral,0.0
A Google user,Good Service,5,0,1.0.3,2021-11-17 18:34:50,"Hi, we are glad you like the experience. Hope to keep delighting you!",2021-11-19 12:51:24,1.0.3,good service,Positive,0.7
A Google user,Extra reward and cash discount,5,0,,2021-11-17 08:13:50,"Hello, we are glad you like the experience. Hope to make your every journey more rewarding!",2021-11-19 12:51:49,,extra reward and cash discount,Neutral,0.0
A Google user,Best,5,0,1.0.3,2021-11-16 15:22:26,"Hello, thank you for writing in! Keep your notifications on for more exciting offers and updates.",2021-10-26 15:55:29,1.0.3,best,Positive,1.0
A Google user,Everything is good 👍,5,0,,2021-11-13 10:24:51,"Hello, we are glad you like the experience. Hope to make your every journey more rewarding!",2021-11-19 12:54:40,,everything is good,Positive,0.7
A Google user,Nice,5,0,1.0.3,2021-11-11 14:15:24,"Hello, we are glad you like the experience. Hope to make your every journey more rewarding!",2021-10-26 17:09:13,1.0.3,nice,Positive,0.6
A Google user,Harish,5,0,,2021-11-10 11:20:07,"Hello, thank you for writing in! Keep your notifications on for more exciting offers and updates.",2021-11-12 11:00:17,,harish,Neutral,0.0
A Google user,Good,5,0,1.0.3,2021-11-09 09:41:54,"Hi, we are glad you like the experience. Hope to make your every journey more rewarding!",2021-11-09 12:28:02,1.0.3,good,Positive,0.7
A Google user,Needs Daily Fuel price display option that's only thing missing from feature rich app.,5,3,1.0.3,2021-11-08 14:58:49,"Hi, thank you for writing in. We have noted down your feedback and forwarded it to relevant team.",2021-11-09 12:29:12,1.0.3,needs daily fuel price display option thats only thing missing from feature rich app,Neutral,0.04375
A Google user,Fine,5,0,1.0.3,2021-11-08 14:19:58,"Hi, we are glad you like the experience. Hope to keep delighting you!",2021-11-09 12:29:42,1.0.3,fine,Positive,0.4166666666666667
A Google user,Good,5,0,1.0.2,2021-11-07 22:57:37,"Hello, thank you for writing in! Keep your notifications on for more exciting offers and updates.",2021-11-09 12:31:03,1.0.2,good,Positive,0.7
A Google user,Easy to access,5,0,1.0.3,2021-11-04 17:24:35,"Hi, we are glad you like the experience. Hope to keep delighting you!",2021-11-09 12:31:33,1.0.3,easy to access,Positive,0.43333333333333335
A Google user,Excellent service,5,0,1.0.3,2021-11-04 11:25:43,"Hi, we are glad you like the experience. Hope to make your every journey more rewarding!",2021-11-09 12:31:49,1.0.3,excellent service,Positive,1.0
A Google user,Ok,5,0,1.0.2,2021-11-01 13:58:37,"Hello, thank you for writing in! Keep your notifications on for more exciting offers and updates.",2021-11-09 12:33:49,1.0.2,ok,Positive,0.5
A Google user,Good,5,0,1.0.3,2021-10-31 22:52:44,"Hi, thank you for writing in! Keep your notifications on for more exciting offers and updates.",2021-11-09 12:34:09,1.0.3,good,Positive,0.7
A Google user,Good thing help people thank u,5,0,1.0.3,2021-10-31 07:49:07,"Hello, thank you for writing in! Keep your notifications on for more exciting offers and updates.",2021-11-09 12:34:24,1.0.3,good thing help people thank u,Positive,0.7
A Google user,Very good 👍,5,0,1.0.3,2021-10-30 16:51:55,"Hi, we are glad you like the experience. Hope to keep delighting you!",2021-11-09 12:34:34,1.0.3,very good,Positive,0.9099999999999999
A Google user,Good,5,0,1.0.3,2021-10-28 08:21:00,"Hello, we are glad you like the experience. Hope to keep delighting you!",2021-11-09 12:34:49,1.0.3,good,Positive,0.7
A Google user,Good,5,0,1.0.3,2021-10-24 15:30:53,"Hi, we are glad you like the experience. Hope to make your every journey more rewarding!",2021-10-26 15:53:32,1.0.3,good,Positive,0.7
A Google user,Goog,5,0,1.0.3,2021-10-21 21:57:00,"Hi, we are glad you like the experience. Hope to make your every journey more rewarding!",2021-10-26 15:55:04,1.0.3,goog,Neutral,0.0
A Google user,superb,5,0,1.0.3,2021-10-21 05:21:38,"Hi, we are glad you like the experience. Hope to make your every journey more rewarding!",2021-10-26 16:01:03,1.0.3,superb,Positive,1.0
A Google user,Good mobile application.Application is easy for use.,5,14,1.0.3,2021-10-20 12:33:43,"Hi, we are glad you like the experience. Hope to make your every journey more rewarding!",2021-10-26 17:02:18,1.0.3,good mobile applicationapplication is easy for use,Positive,0.5666666666666667
A Google user,Fair,5,0,1.0.2,2021-10-20 12:17:20,"Hello, thank you for writing in! Keep your notifications on for more exciting offers and updates.",2021-10-26 17:02:38,1.0.2,fair,Positive,0.7
A Google user,very good staff good.....but please dont debit poor fellows if there is any error or mismatch in accouting of the day...,5,9,1.0.3,2021-10-20 10:23:04,,,1.0.3,very good staff goodbut please dont debit poor fellows if there is any error or mismatch in accouting of the day,Positive,0.25499999999999995
A Google user,શેલ પેટ્રોલ પમ્પ કી સર્વિસ બહુત અચી હે. પાવર પેટ્રોલ કી માલેજ અચા હે,5,0,1.0.2,2021-10-20 09:54:32,,,1.0.2,,Neutral,0.0
A Google user,Very good,5,0,1.0.3,2021-10-20 09:28:57,"Hi, thank you for writing in! Keep your notifications on for more exciting offers and updates.",2021-10-26 17:05:00,1.0.3,very good,Positive,0.9099999999999999
A Google user,Good app,5,0,1.0.2,2021-10-20 07:09:16,"Hello, we are glad you like the experience. Hope to keep delighting you!",2021-10-26 17:05:35,1.0.2,good app,Positive,0.7
A Google user,Nayazpasha,5,0,1.0.2,2021-10-20 00:17:11,,,1.0.2,nayazpasha,Neutral,0.0
A Google user,Supar,5,0,1.0.2,2021-10-19 23:35:46,"Hi, thank you for writing in! Keep your notifications on for more exciting offers and updates.",2021-10-26 17:07:12,1.0.2,supar,Neutral,0.0
A Google user,Nice,5,0,1.0.3,2021-10-19 23:20:15,"Hello, thank you for the review! Keep your notifications on for more exciting offers and updates.",2021-10-26 17:07:47,1.0.3,nice,Positive,0.6
A Google user,Good and best,5,0,1.0.3,2021-10-19 23:15:40,"Hi, thank you for the awesome feedback!",2021-10-26 17:08:07,1.0.3,good and best,Positive,0.85
A Google user,Awesome service on ur petrol pumps,5,0,1.0.2,2021-10-19 21:49:32,"Hi, we are glad you liked the experience! Keep visiting us to make very journey rewarding.",2021-10-26 17:08:48,1.0.2,awesome service on ur petrol pumps,Positive,1.0
A Google user,Nice,5,0,1.0.2,2021-10-19 20:09:26,"Hello, thank you for writing in! Keep your notifications on for more exciting offers and updates.",2021-10-26 17:09:53,1.0.2,nice,Positive,0.6
A Google user,Satisfactory,5,0,1.0.2,2021-10-19 19:02:27,"Hi, we are glad you like the experience. Hope to keep delighting you!",2021-10-26 17:11:19,1.0.2,satisfactory,Neutral,0.0
A Google user,Good,5,0,1.0.3,2021-10-19 17:56:46,"Hi, we are glad you like the experience. Hope to make your every journey more rewarding!",2021-10-26 17:12:45,1.0.3,good,Positive,0.7
A Google user,Very good,5,0,1.0.2,2021-10-19 17:24:02,,,1.0.2,very good,Positive,0.9099999999999999
A Google user,Nice.,5,0,1.0.2,2021-10-19 17:05:58,"Hello, thanks for writing in. Hope to make your every journey more rewarding!",2021-10-26 17:14:16,1.0.2,nice,Positive,0.6
A Google user,Super,5,0,1.0.3,2021-10-19 17:04:02,"Hi, we are glad you like the experience. Hope to keep delighting you!",2021-10-26 17:14:47,1.0.3,super,Positive,0.3333333333333333
A Google user,Very good best exllent app I am getting all the pionts correctly I enjoy this app thanks to your team shell Go +India best wishes to your company stay Fit and healthy,5,1,1.0.2,2021-10-19 16:45:32,"Hello, thank you for the awesome feedback! Hope to keep delighting you.",2021-10-26 17:15:38,1.0.2,very good best exllent app i am getting all the pionts correctly i enjoy this app thanks to your team shell go india best wishes to your company stay fit and healthy,Positive,0.63
A Google user,Good,5,0,1.0.2,2021-10-19 16:30:07,"Hi, we are glad you like the experience. Hope to keep delighting you!",2021-10-26 17:16:18,1.0.2,good,Positive,0.7
A Google user,Nice sarvice and good diesel and petrol,5,0,1.0.2,2021-10-19 16:20:45,"Hello, thank you for writing in! Keep your notifications on for more exciting offers and updates.",2021-10-26 17:17:29,1.0.2,nice sarvice and good diesel and petrol,Positive,0.6499999999999999
A Google user,Super,5,0,1.0.2,2021-10-19 16:20:39,"Hi, we are glad you like the experience. Hope to keep delighting you!",2021-10-26 17:17:45,1.0.2,super,Positive,0.3333333333333333
A Google user,Good,5,0,1.0.2,2021-10-19 16:18:19,"Hello, we are glad you like the experience. Hope to make your every journey more rewarding!",2021-10-26 17:17:59,1.0.2,good,Positive,0.7
A Google user,Good,5,0,1.0.3,2021-10-19 16:14:12,"Hi, we are glad you like the experience. Hope to keep delighting you!",2021-10-26 17:18:35,1.0.3,good,Positive,0.7
A Google user,Super Facility by Shell to customer by filling petrol and Getting points,5,0,1.0.2,2021-10-19 16:12:34,"Hi, we are glad you liked the experience! Keep visiting us to make very journey rewarding.",2021-10-26 17:18:21,1.0.2,super facility by shell to customer by filling petrol and getting points,Positive,0.3333333333333333
A Google user,Good,5,0,1.0.2,2021-10-19 16:12:34,"Hello, we are glad you like the experience. Hope to make your every journey more rewarding!",2021-10-26 17:18:56,1.0.2,good,Positive,0.7
A Google user,Good,5,0,1.0.2,2021-10-19 16:11:49,"Hi, we are glad you like the experience. Hope to keep delighting you!",2021-10-26 17:19:10,1.0.2,good,Positive,0.7
A Google user,"Nice app, shell is best",5,0,1.0.2,2021-10-19 16:10:00,"Hi, thank you for the awesome feedback! Hope to make your every journey more rewarding.",2021-10-26 17:20:52,1.0.2,nice app shell is best,Positive,0.8
A Google user,Amazing,5,0,1.0.2,2021-10-19 16:07:30,"Hello, we are glad you like the experience. Hope to keep delighting you!",2021-10-26 17:21:07,1.0.2,amazing,Positive,0.6000000000000001
A Google user,Awesome,5,0,1.0.2,2021-10-19 16:05:55,"Hi, we are glad you like the experience. Hope to make your every journey more rewarding!",2021-10-26 17:21:22,1.0.2,awesome,Positive,1.0
A Google user,Good app can you make even more simple way to get points it take much time in my ongoing time where i can have points later..like having receipts..,5,6,1.0.2,2021-10-19 11:30:52,"Hi, thank you for writing in. We have noted down your feedback and forwarded it to relevant team.",2021-10-26 17:22:33,1.0.2,good app can you make even more simple way to get points it take much time in my ongoing time where i can have points laterlike having receipts,Positive,0.35
A Google user,Nice shell go +application,5,0,1.0.2,2021-10-19 05:32:05,"Hi, we are glad you like the experience. Hope to keep delighting you!",2021-10-26 17:44:19,1.0.2,nice shell go application,Positive,0.6
A Google user,Nice aap getting rewards every time,5,0,1.0.2,2021-10-18 18:29:24,"Hello, we are glad you like the experience. Hope to make your every journey more rewarding!",2021-10-26 17:44:34,1.0.2,nice aap getting rewards every time,Positive,0.6
A Google user,Good to hear from you brother.,5,0,1.0.2,2021-10-16 19:32:32,"Hi, thank you for writing in! Keep your notifications on for more exciting offers and updates.",2021-10-26 17:45:04,1.0.2,good to hear from you brother,Positive,0.7
A Google user,Super,5,0,1.0.2,2021-10-14 19:28:06,"Hi, we are glad you like the experience. Hope to keep delighting you!",2021-10-26 17:45:45,1.0.2,super,Positive,0.3333333333333333
A Google user,very good petrol bunk,5,0,1.0.2,2021-10-13 21:58:08,"Hello, we are glad you liked the experience! Keep visiting us to make very journey rewarding.",2021-10-26 17:46:00,1.0.2,very good petrol bunk,Positive,0.9099999999999999
A Google user,Good,5,0,1.0.2,2021-10-13 19:13:35,"Hi, thank you for writing in! Keep your notifications on for more exciting offers and updates.",2021-10-26 17:46:35,1.0.2,good,Positive,0.7
A Google user,Points are less! you should convert to ruppe.,5,0,1.0.2,2021-10-11 13:11:41,"Hello, thank you for writing in. We have noted down your feedback and forwarded it to relevant team.",2021-10-26 17:47:21,1.0.2,points are less you should convert to ruppe,Negative,-0.16666666666666666
A Google user,Nice 🙂,5,0,1.0.2,2021-10-08 06:59:54,"Hello, thank you for writing in! Keep your notifications on for more exciting offers and updates.",2021-10-26 17:49:07,1.0.2,nice,Positive,0.6
A Google user,Good,5,0,1.0.2,2021-10-05 14:27:44,"Hi, thank you for writing in! Keep your notifications on for more exciting offers and updates.",2021-10-26 17:50:23,1.0.2,good,Positive,0.7
A Google user,Very useful well done,5,0,1.0.2,2021-10-04 23:08:54,"Hi, we are glad you like the experience. Hope to keep delighting you!",2021-10-26 18:07:17,1.0.2,very useful well done,Positive,0.39
A Google user,Good,5,0,1.0.2,2021-09-30 19:33:02,"Hi, we are glad you like the experience. Hope to keep delighting you!",2021-10-26 18:14:39,1.0.2,good,Positive,0.7
A Google user,👌👌👌👌,5,0,1.0.2,2021-09-29 19:25:48,"Hi, we are glad you like the experience. Hope to make your every journey more rewarding!",2021-10-26 18:15:24,1.0.2,,Neutral,0.0
A Google user,Nice App for Shell,5,0,1.0.2,2021-09-28 20:29:35,"Hello, thank you for writing in! Keep your notifications on for more exciting offers and updates.",2021-10-26 18:15:39,1.0.2,nice app for shell,Positive,0.6
A Google user,Suparub,5,0,1.0.2,2021-09-28 15:30:39,"Hi, we are glad you like the experience. Hope to keep delighting you!",2021-10-26 18:15:50,1.0.2,suparub,Neutral,0.0
A Google user,Super,5,0,1.0.2,2021-09-22 21:11:21,"Hi, we are glad you like the experience. Hope to keep delighting you!",2021-10-26 18:19:07,1.0.2,super,Positive,0.3333333333333333
A Google user,Osm,5,0,,2021-09-19 18:25:44,"Hi, we are glad you like the experience. Hope to make your every journey more rewarding!",2021-10-26 18:20:02,,osm,Neutral,0.0
A Google user,Nice app..,5,0,1.0.2,2021-09-19 18:06:30,"Hello, thank you for writing in! Keep your notifications on for more exciting offers and updates.",2021-10-26 18:20:23,1.0.2,nice app,Positive,0.6
A Google user,Super,5,0,1.0.2,2021-09-17 15:26:29,"Hello, we are glad you like the experience. Hope to keep delighting you!",2021-10-26 18:21:03,1.0.2,super,Positive,0.3333333333333333
A Google user,Good,5,0,1.0.2,2021-09-17 10:38:22,"Hi, thank you for writing in! Keep your notifications on for more exciting offers and updates.",2021-10-26 18:20:48,1.0.2,good,Positive,0.7
A Google user,Good,5,0,1.0.2,2021-09-16 21:32:21,"Hi, we are glad you like the experience. Hope to keep delighting you!",2021-10-26 18:21:28,1.0.2,good,Positive,0.7
A Google user,Very nice app,5,0,1.0.2,2021-09-16 14:23:46,"Hello, thank you for writing in! Keep your notifications on for more exciting offers and updates.",2021-10-26 18:21:43,1.0.2,very nice app,Positive,0.78
A Google user,Very gud app,5,0,1.0.2,2021-09-15 08:55:14,"Hello, we are glad you like the experience. Hope to keep delighting you!",2021-10-26 18:21:58,1.0.2,very gud app,Positive,0.2
A Google user,Awesome,5,0,1.0.2,2021-09-12 15:33:00,"Hi, we are glad you liked the experience! Keep visiting us to make very journey rewarding.",2021-09-13 17:19:55,1.0.2,awesome,Positive,1.0
A Google user,"Very good experience for ur staff , good respect , discipline, and cleaning but please start motivate regular customer Thx",5,1,1.0.2,2021-09-11 10:30:08,Hello. We are glad you like the experience. Hope to keep delighting you!,2021-09-13 17:22:51,1.0.2,very good experience for ur staff good respect discipline and cleaning but please start motivate regular customer thx,Positive,0.5366666666666666
A Google user,Super,5,0,1.0.2,2021-09-10 08:06:17,"Hi, Thank you for writing in! Keep your notifications on for more exciting offers and updates.",2021-09-13 17:23:11,1.0.2,super,Positive,0.3333333333333333
A Google user,Excellent service 👍,5,0,1.0.2,2021-09-09 23:01:14,"Hello, we are glad you like the experience. Hope to make your every journey more rewarding!",2021-09-13 17:23:31,1.0.2,excellent service,Positive,1.0
A Google user,Best petrol I ever see and points,5,1,1.0.2,2021-09-08 08:54:29,"Hi, We are glad you like the experience. Hope to keep delighting you!",2021-09-13 17:23:51,1.0.2,best petrol i ever see and points,Positive,1.0
A Google user,Petrol in shell gives good milage,5,0,1.0.2,2021-09-07 19:53:59,"Hi, Thank you for writing in! Keep your notifications on for more exciting offers and updates.",2021-09-13 17:25:06,1.0.2,petrol in shell gives good milage,Positive,0.7
A Google user,I love you she'll,5,0,1.0.2,2021-09-02 06:35:08,"Hi, thank you for writing in! Keep your notifications on for more exciting offers and updates.",2021-09-13 17:29:33,1.0.2,i love you shell,Positive,0.5
A Google user,Very nice,5,0,,2021-08-20 20:32:58,"Hi, thank you for writing in! Keep your notifications on for more exciting offers and updates.",2021-09-13 17:36:21,,very nice,Positive,0.78
A Google user,Good,5,0,1.0.2,2021-08-06 11:46:47,"Hey, we are glad you like the experience. Hope to keep delighting you!",2021-08-09 12:36:50,1.0.2,good,Positive,0.7
A Google user,Good,5,0,1.0.2,2021-08-05 09:16:32,"Hi, thank you for writing in! Keep your notifications on for more exciting offers and updates.",2021-08-09 12:37:51,1.0.2,good,Positive,0.7
A Google user,gud,5,0,1.0.2,2021-08-04 06:45:19,"Hi, we are glad you like the experience. Hope to make your every journey more rewarding!",2021-08-09 12:38:41,1.0.2,gud,Neutral,0.0
A Google user,Super,5,0,1.0.2,2021-08-03 16:24:17,"Hi, Thank you for writing in! Keep your notifications on for more exciting offers and updates.",2021-08-03 16:23:55,1.0.2,super,Positive,0.3333333333333333
A Google user,PLEASE WORK HONESTLY WITH ALL CUSTOMERS,5,0,1.0.2,2021-07-29 21:49:49,,,1.0.2,please work honestly with all customers,Positive,0.6
A Google user,Good for point collection,5,0,1.0.2,2021-07-23 02:51:32,"Hi, Thank you for writing in! Keep your notifications on for more exciting offers and updates.",2021-07-26 11:35:14,1.0.2,good for point collection,Positive,0.7
A Google user,Shell one of the best fuels,5,0,1.0.2,2021-07-15 19:59:03,"Hello, thank you for the awesome review!",2021-07-26 12:15:35,1.0.2,shell one of the best fuels,Positive,1.0
A Google user,Good app,5,0,,2021-07-13 17:48:37,"Hello, we are glad you like the experience. Hope to keep delighting you!",2021-07-26 12:18:05,,good app,Positive,0.7
A Google user,Good,5,0,1.0.2,2021-07-08 23:14:54,"Hi, we are glad you like the experience. Hope to make your every journey more rewarding!",2021-07-26 15:37:24,1.0.2,good,Positive,0.7
A Google user,Good at Miller's road bunk Good service,5,0,1.0.2,2021-06-27 12:49:19,,,1.0.2,good at millers road bunk good service,Positive,0.7
A Google user,Good,5,0,,2021-06-26 10:22:42,,,,good,Positive,0.7
A Google user,Super quality super service excellent,5,1,,2021-06-22 19:39:20,,,,super quality super service excellent,Positive,0.5555555555555555
A Google user,Super oli,5,0,1.0.2,2021-06-18 21:51:25,,,1.0.2,super oli,Positive,0.3333333333333333
A Google user,Good,5,0,1.0.2,2021-06-15 10:58:26,,,1.0.2,good,Positive,0.7
A Google user,Good app,5,0,1.0.2,2021-06-05 21:16:32,,,1.0.2,good app,Positive,0.7
A Google user,Good,5,0,1.0.2,2021-06-01 15:19:11,,,1.0.2,good,Positive,0.7
A Google user,Good,5,0,1.0.2,2021-05-28 09:31:46,,,1.0.2,good,Positive,0.7
A Google user,Simply great...,5,0,1.0.2,2021-05-20 13:38:02,,,1.0.2,simply great,Positive,0.8
A Google user,Good,5,0,1.0.2,2021-05-14 12:51:35,,,1.0.2,good,Positive,0.7
A Google user,Good,5,0,,2021-05-01 11:29:58,We are glad you like the experience. Hope to keep delighting you!,2021-05-13 15:42:59,,good,Positive,0.7
A Google user,good,5,0,,2021-04-18 21:14:18,We are glad you liked the experience! Keep visiting us to make very journey rewarding.,2021-04-27 13:44:05,,good,Positive,0.7
A Google user,Excellent,5,0,1.0.2,2021-04-17 07:48:19,We are glad you like the experience. Hope to make your every journey more rewarding!,2021-04-27 13:45:29,1.0.2,excellent,Positive,1.0
A Google user,Super,5,0,1.0.2,2021-04-10 08:58:26,We are glad you like the experience. Hope to keep delighting you!,2021-04-27 13:49:00,1.0.2,super,Positive,0.3333333333333333
A Google user,Very good aap,5,0,1.0.2,2021-04-10 02:16:07,We are glad you like the experience. Hope to keep delighting you!,2021-04-27 13:49:09,1.0.2,very good aap,Positive,0.9099999999999999
A Google user,Good working,5,0,1.0.2,2021-04-09 20:21:31,We are glad you like the experience. Hope to make your every journey more rewarding!,2021-04-27 13:49:46,1.0.2,good working,Positive,0.7
A Google user,Nice,5,0,1.0.2,2021-04-07 18:54:23,We are glad you like the experience. Hope to keep delighting you!,2021-04-27 13:51:49,1.0.2,nice,Positive,0.6
A Google user,Good response,5,0,1.0.2,2021-04-07 15:34:17,We are glad you like the experience. Hope to keep delighting you!,2021-04-27 13:51:55,1.0.2,good response,Positive,0.7
A Google user,Super,5,0,1.0.2,2021-04-06 16:59:22,We are glad you like the experience. Hope to make your every journey more rewarding!,2021-04-27 13:52:21,1.0.2,super,Positive,0.3333333333333333
A Google user,Good,5,0,1.0.2,2021-04-06 14:06:56,We are glad you like the experience. Hope to make your every journey more rewarding!,2021-04-27 13:52:33,1.0.2,good,Positive,0.7
A Google user,I JUST LOVE SHELL FULE QUALITY,5,0,1.0.2,2021-04-05 10:08:31,We are glad you like the experience. Hope to keep delighting you!,2021-04-27 13:53:59,1.0.2,i just love shell fule quality,Positive,0.5
A Google user,Brilliant job shell go,5,1,1.0.2,2021-04-02 10:12:24,We are glad you like the experience. Hope to keep delighting you!,2021-04-27 13:56:48,1.0.2,brilliant job shell go,Positive,0.9
A Google user,Good Aap,5,0,1.0.1,2021-04-01 19:55:19,We are glad you like the experience. Hope to keep delighting you!,2021-04-27 13:56:54,1.0.1,good aap,Positive,0.7
A Google user,good app,5,0,1.0.1,2021-04-01 15:36:19,We are glad you like the experience. Hope to keep delighting you!,2021-04-27 13:57:03,1.0.1,good app,Positive,0.7
A Google user,Good service,5,0,1.0.1,2021-04-01 09:30:48,We are glad you like the experience. Hope to keep delighting you!,2021-04-27 13:57:28,1.0.1,good service,Positive,0.7
A Google user,good service,5,0,1.0.1,2021-03-30 19:42:30,We are glad you like the experience. Hope to make your every journey more rewarding!,2021-04-27 13:59:23,1.0.1,good service,Positive,0.7
A Google user,Good app,5,0,1.0.1,2021-03-26 13:18:33,We are glad you like the experience. Hope to make your every journey more rewarding!,2021-04-27 14:00:12,1.0.1,good app,Positive,0.7
A Google user,Good,5,0,1.0.1,2021-03-25 00:57:46,Thank you for the awesome feedback!,2021-04-27 14:02:52,1.0.1,good,Positive,0.7
A Google user,Very Nice App......,5,0,1.0.1,2021-03-24 02:45:34,Thank you for the awesome feedback!,2021-04-27 14:03:07,1.0.1,very nice app,Positive,0.78
A Google user,Great,5,0,1.0.1,2021-03-22 09:13:48,We are glad you like the experience. Hope to make your every journey more rewarding!,2021-04-27 14:04:16,1.0.1,great,Positive,0.8
A Google user,Nice app,5,0,1.0.1,2021-03-15 14:45:06,We are glad you like the experience. Hope to make your every journey more rewarding!,2021-04-27 14:06:21,1.0.1,nice app,Positive,0.6
A Google user,Madhusudan dear,5,0,,2021-03-14 04:50:05,We are glad you like the experience. Hope to make your every journey more rewarding!,2021-04-27 14:07:21,,madhusudan dear,Neutral,0.0
A Google user,Shiva,5,0,,2021-03-13 23:45:16,We are glad you like the experience. Hope to make your every journey more rewarding!,2021-04-27 14:07:33,,shiva,Neutral,0.0
A Google user,Great aap for shell tanker driver,5,0,1.0.1,2021-03-11 12:04:54,We are glad you like the experience. Hope to keep delighting you!,2021-04-27 14:09:45,1.0.1,great aap for shell tanker driver,Positive,0.8
A Google user,Best,5,0,1.0.1,2021-03-08 17:22:47,We are glad you like the experience. Hope to make your every journey more rewarding!,2021-04-27 14:11:47,1.0.1,best,Positive,1.0
A Google user,Excellent,5,0,1.0.1,2021-02-28 22:08:15,We are glad you like the experience. Hope to make your every journey more rewarding!,2021-04-27 14:14:18,1.0.1,excellent,Positive,1.0
A Google user,Nice app,5,0,1.0.1,2021-02-27 05:58:02,We are glad you like the experience. Hope to make your every journey more rewarding!,2021-04-27 14:18:09,1.0.1,nice app,Positive,0.6
A Google user,Ok,5,0,1.0.1,2021-02-26 06:50:06,Thank you for writing in! Keep your notifications on for more exciting offers and updates.,2021-04-27 14:18:39,1.0.1,ok,Positive,0.5
A Google user,Nice,5,0,1.0.1,2021-02-24 20:05:44,We are glad you like the experience. Hope to make your every journey more rewarding!,2021-04-27 14:33:54,1.0.1,nice,Positive,0.6
A Google user,Good appa,5,0,1.0.1,2021-02-23 18:37:48,We are glad you like the experience. Hope to make your every journey more rewarding!,2021-04-27 14:33:39,1.0.1,good appa,Positive,0.7
A Google user,Some transactions not updated still,5,0,1.0.1,2021-02-22 20:54:50,Thank you for raising this concern. We would like to hear more about this. Please contact us at goplusindia@shell.com; +91 44 30991103; +91 44 43442650.,2021-04-27 14:31:14,1.0.1,some transactions not updated still,Neutral,0.0
A Google user,Excellent service and hospitality,5,0,1.0.1,2021-02-19 14:02:50,We are glad you like the experience. Hope to make your every journey more rewarding!,2021-04-27 14:24:57,1.0.1,excellent service and hospitality,Positive,1.0
A Google user,Good Service to the Citcen,5,0,1.0.1,2021-02-15 20:09:51,We are glad you liked the experience! Keep visiting us to make very journey rewarding.,2021-02-17 15:19:42,1.0.1,good service to the citcen,Positive,0.7
A Google user,Very good,5,0,1.0.1,2021-02-15 11:31:22,We are glad you liked the experience! Keep visiting us to make very journey rewarding.,2021-02-17 15:19:57,1.0.1,very good,Positive,0.9099999999999999
A Google user,Nice post thanks ☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️,5,1,1.0.1,2021-02-14 23:18:37,We are glad you like the experience. Hope to make your every journey more rewarding!,2021-04-27 14:23:19,1.0.1,nice post thanks,Positive,0.4
A Google user,Good,5,0,1.0.1,2021-02-10 09:55:01,We are glad you like the experience. Hope to keep delighting you!,2021-02-17 15:22:54,1.0.1,good,Positive,0.7
A Google user,"Shell India, has earned its reputation as a fuel vendors and all allied services by way of their sheer quality services, well trained team . Shell always strive for custome delight",5,1,1.0.1,2021-02-05 10:20:38,We are glad you like the experience. Hope to make your every journey more rewarding!,2021-02-17 15:33:17,1.0.1,shell india has earned its reputation as a fuel vendors and all allied services by way of their sheer quality services well trained team shell always strive for custome delight,Neutral,0.0
