Year,Region,OU,Vendor,Modified_Vendor,PR,PO,PO_Issue_Date,PO_End_Date,PO_Description, Requested_Amount ,Currency,OA,OA_Line_Item,OA_Expiration,OA_Currency,Cost_Center_WBS_Element,Vendor_Code,Material_Group,Plant,Purchasing_Group,Purchasing_Org,GL_Account,Requisitioner,SM_TO_USE,Approver_for_SES_GR,OUTLOOK_CODE,Approver_for_PR,OLD_PO,Note,EXTRA_NOTES,,,
2025,EU,FR,TOKHEIM SERVICES FRANCE,Tokheim,34264691,4546002330,22-01-2025,31-01-2026,Non-standard calls 2025  - Line item 200," 50,000.00 ",EUR,4600627851,10,30-06-2025,EUR,FR01000996,68061136,KA7265,F398,GC5,FR04,7220175,USJFPG,5303666,Dora Magyar; Milena Groening,GSS,Solenn Riou (PRSRI2),4543291992,,,,,
2025,EU,FR,TOKHEIM SERVICES FRANCE,Tokheim,34264691,4546002330,22-01-2025,31-01-2026,Discretionary services 2025  - Line item 300," 35,000.00 ",EUR,4600627851,10,30-06-2025,EUR,FR01000996,68061136,KA7265,F398,GC5,FR04,7220175,USJFPG,5303666,Dora Magyar; Milena Groening,GSS,Solenn Riou (PRSRI2),4543291992,,,,,
2025,EU,FR,TOKHEIM BELGIUM NV,Tokheim,34364983 ,4546580769,10-04-2025,31-12-2025,L3 and Central Services FR 2025," 96,580.00 ",EUR,4600627805,10,30-06-2025,EUR,FR01000996,68048111,KA7410,F398,GC5,FR04,7220175,NLMGV8,5303622,Dora Magyar; Milena Groening,GSS,Solenn Riou (PRSRI2),4543703280,,,,,
2025,EU,FR,T-SYSTEMS FRANCE SAS,TSI,34210778,4545657691,04-12-2024,31-01-2026,Telecom Invoices 2025," 2,48,000.00 ",EUR,4600564795,20,31-12-2027,EUR,FR01000813,68061595,KA7142,F398,GC5,FR04,7450050,NLASZD,5289845,DIT,Telecom,Solenn Riou (PRSRI2),4543103663,,,,,
2025,EU,GB,APPRISS RETAIL LTD,Appriss,34176306,4545435680,05-11-2024,31-01-2026,Connectivity & test support," 8,000.00 ", GBP ,4600322685,20,31-03-2026,GBP,GB32022251/GLIT/32038/R/01/13/01,68082755,KA7500,G9A1,S40,GB08,7220175,USJFPG,5257499,Ambika ValkaZalkikar; Thanikai Dorairaj,Other,Eakbal Singh (NLESI6),,,,,,
2025,EU,GB,APPRISS RETAIL LTD,Appriss,34273954,4546102841,05-02-2025,31-01-2026,US Mobile Payment (MPO) Support 2025," 77,000.00 ", GBP ,4600322685,30,31-03-2026,GBP,GB32022287,68082755,KA7570,G9A1,SI2,GB08,7220175,USJFPG,5257510,Richard Sestak,Other,Ashish A Kumar (INALES),4543362887,, Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2025,EU,GB,APPRISS RETAIL LTD,Appriss,34272584,4546052264,29-01-2025,31-01-2026,Central Mobile Payment & Loyalty Support 2025," 5,05,000.00 ", GBP ,4600322685,10,31-03-2026,GBP,GB32022484 ,68082755,KA7500,G9A1,SI2,GB08,7220175,USJFPG,5257498,Surajit Mondal,Other,Ashish A Kumar (INALES),4543194864,, Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2025,EU,GB,APPRISS RETAIL LTD,Appriss,34272586,4546052256,29-01-2025,31-01-2026,DE Mobile Payment & Loyalty Support 2025," 3,00,000.00 ", GBP ,4600322685,10,31-03-2026,GBP,GB32024320/GBIT/02108/R/01/01,68082755,KA7500,G9A1,SI2,GB08,7220175,USJFPG,5257498,Surajit Mondal,Other,Ashish A Kumar (INALES),4543194866,, Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2025,EU,GB,APPRISS RETAIL LTD,Appriss,34272587,4546052803,29-01-2025,31-01-2026,GB Mobile Payment & Loyalty Support 2025," 1,50,000.00 ", GBP ,4600322685,10,31-03-2026,GBP,GB32024320/GBIT/02105/R/01/01,68082755,KA7500,G9A1,SI2,GB08,7220175,USJFPG,5257498,Surajit Mondal,Other,Ashish A Kumar (INALES),4543194868,, Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2025,EU,GB,APPRISS RETAIL LTD,Appriss,34272589,4546052806,29-01-2025,31-01-2026,MY Mobile Payment & Loyalty Support 2025," 60,000.00 ", GBP ,4600322685,10,31-03-2026,GBP,GB32024320/GBIT/02109/R/01/01,68082755,KA7500,G9A1,SI2,GB08,7220175,USJFPG,5257498,Surajit Mondal,Other,Ashish A Kumar (INALES),4543194872,, Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2025,EU,GB,APPRISS RETAIL LTD,Appriss,34272621,4546052807,29-01-2025,31-01-2026,NL Mobile Payment & Loyalty Support 2025," 1,00,000.00 ", GBP ,4600322685,10,31-03-2026,GBP,GB32024320/GBIT/02107/R/01/01,68082755,KA7500,G9A1,SI2,GB08,7220175,USJFPG,5257498,Surajit Mondal,Other,Ashish A Kumar (INALES),4543195318,, Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2025,EU,GB,APPRISS RETAIL LTD,Appriss,34272622,4546052812,29-01-2025,31-01-2026,ZA Mobile Payment & Loyalty Support 2025," 1,25,000.00 ", GBP ,4600322685,10,31-03-2026,GBP,GB32024320/GBIT/02106/R/01/01,68082755,KA7500,G9A1,SI2,GB08,7220175,USJFPG,5257498,Surajit Mondal,Other,Ashish A Kumar (INALES),4543195324,, Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2025,EU,GB, BROADBAND WHEREVER LIMITED,Broadband Wherever,34184191,4545502330,13-11-2024,31-01-2026,Primary LTE coverage 2025," 61,000.00 ",GBP,NO OA,NO OA,NO OA,NO OA,GB01002801,68115577,KA7142,G689,SI2,GB04,7450050,NLASZD,4018676,DIT,Telecom,Adam Cairney (GBACBP),4543095597,,,,,
2025,EU,GB, Bynder LTD,Bynder,34305516,4546195055,18-02-2025,31-01-2026,Subscription PIM Portal 2025," 77,000.00 ",USD,4600490184,10,29-09-2025,USD,GB32022484/GBIT/32092/R/17/01/05,68111530,KA7551,G9A1,SI6,GB08,7220175,USJFPG,5274935,Riya Raj,Legacy,Ashish A Kumar (INALES),4542507564,, Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2025,EU,GB, DEUTSCHE TELEKOM GLOBAL BUSINESS,Deutsche Telekom,34210800,4545687492,09-12-2024,31-01-2026,Telecom Services 2025," 17,46,839.00 ",EUR,4600514002,20,31-12-2025,EUR,GB32022287/GBIT/32072/R/89/01/05,68113769,KA7142,G9A1,SI2,GB08,7450050,NLASZD,5283946,DIT,Telecom,Ashish A Kumar (INALES),4543136543,, Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2025,EU,GB,ECO-MOVEMENT BV,Eco-Movement,34303493,4546195062,18-02-2025,31-01-2026,Data for E-Vehicle Charging Stations," 2,12,364.00 ",EUR,4600650011,20,24-01-2026,EUR,GB32022484,68119448,KA7570,G9A1,SI2,GB08,7220175,USJFPG,5315514,Fernanda Simoes,Legacy,Ashish A Kumar (INALES),4544421491,, Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2025,EU,GB,ENTSERV UK LTD,Entserv,34182652,4545480637,11-11-2024,31-01-2026,Mariposa Market Go-Live 2025," 9,25,980.00 ",USD,4600525595,10,31-12-2025,USD,GB01003535,68101633,KA7500,G689,SI2,GB04,7220175,USJFPG,5285150,John Thake,Other,Adam Cairney (GBACBP),4543268162,Check Pre-approved John Thake tab,,,,
2025,EU,GB,ENTSERV UK LTD,Entserv,34190154,4545564784,21-11-2024,31-01-2026,DXC Run & Maintain Costs Mobility Settlement Platform 2025," 92,00,000.00 ",USD,NO OA,NO OA,NO OA,NO OA,GB32022287/GBIT/32072/R/89/01/05,68101633,KA7570,G9A1,SI2,GB08,7220175,USJFPG,4026883,John Thake,Other,Ashish A Kumar (INALES),4543306223,Check Pre-approved John Thake tab, Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2025,EU,GB,Eseye LTD,Eseye,34197540,4545598425,26-11-2024,31-01-2026,E-mobility SIM Cards & Service 2025," 37,400.00 ",EUR,NO OA,NO OA,NO OA,NO OA,GB32022287,68120160,KA7551,G9A1,SI2,GB08,7220175,USJFPG,4026882,Noor de Graaf,E-Mobility,Ashish A Kumar (INALES),4542883502,, Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2024,EU,GB,FINEXT BV,Finext,33830711,4543110294,05-01-2024,31-01-2026,Support services for EPBCS Global Application 2024," 1,23,000.00 ",EUR,4600713472,10,31-03-2025,EUR,GB32022484/GBIT/32092/R/17/01/05,68120555,KA7410,G9A1,SI2,GB08,7220175,USJFPG,5313054,Vijay Kumar B C; Raghavendra Hegde,Legacy,Ashish A Kumar (INALES),,2/5 want to increase and extend this PO to cover 2025, Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2025,EU,GB,GEO ME SOLUTIONS LIMITED,Geo.Me,34266222,4546011570,23-01-2025,31-01-2026,Q_16872410-v3 Renewals 2025," 12,47,950.00 ",GBP,4600131699,20,14-02-2027,GBP,GB32022287,68063681,KA7572,G9A1,SI2,GB08,7250350,USJFPG,5250171,Fernanda Simoes,Other,Ashish A Kumar (INALES),,, Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2025,EU,GB,HUBJECT GMBH,Hubject,34197592,4545598479,26-11-2024,31-01-2026, Roaming Services- Support & Maintenance Cost 2025," 10,000.00 ",EUR,NO OA,NO OA,NO OA,NO OA,GB32023639,68116508,KA7550,G9A1,SI2,GB08,7220175,USJFPG,4026881,Noor de Graaf,E-Mobility,Ashish A Kumar (INALES),4544280262,, Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2025,EU,GB,IMPRIMA NEDERLAND B.V.,Imprima Nederland,34256635,4545960218,16-01-2025,31-08-2025,Project Vista - VDR," 19,565.00 ",GBP,4600780361,10,31-05-2025,GBP,GB32024161,68081884,KA7550,G9A1,SI2,GB08,7220175,USJFPG,5351888,Goksu Tuna,Other,Ashish A Kumar (INALES),,4/21 waiitng on approval to increase the PO, Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2025,EU,GB,INTEGRATION TECHNOLOGIES LIMIT,ITL,34316020,4546256561,26-02-2025,31-01-2026,PH L3 Support Fees 2025," 10,107.00 ",NZD,4600697303,10,31-12-2028,NZD,GB32023813/GBIT/01749/R/01/01,68003244,KA7570,G9A1,S40,GB08,7220175,USJFPG,5310250,Alyssa Ocampo,Legacy,Ashish A Kumar (INALES),4544068943,,,,,
2025,EU,GB,INTEGRATION TECHNOLOGIES LIMIT,ITL,34316041,4546256565,26-02-2025,31-01-2026,TH L3 Support Fees 2025," 13,454.00 ",NZD,4600697303,10,31-12-2028,NZD,GB32023813/GBIT/02072/R/01/01,68003244,KA7570,G9A1,S40,GB08,7220175,USJFPG,5310250,Alyssa Ocampo,Legacy,Ashish A Kumar (INALES),4544577487,,,,,
2025,EU,GB,INTEGRATION TECHNOLOGIES LIMIT,ITL,34316042,4546257288,26-02-2025,31-01-2026,ID L3 Support Fees 2025," 4,791.00 ",NZD,4600697303,10,31-12-2028,NZD,GB32023813/GBIT/02073/R/01/01,68003244,KA7570,G9A1,S40,GB08,7220175,USJFPG,5310250,Alyssa Ocampo,Legacy,Ashish A Kumar (INALES),4544577491,,,,,
2025,EU,GB,INTEGRATION TECHNOLOGIES LIMIT,ITL,34316043,4546257296,26-02-2025,31-01-2026,IN L3 Support Fees 2025," 17,785.00 ",NZD,4600697303,10,31-12-2028,NZD,GB32023813/GBIT/02082/R/01/01,68003244,KA7570,G9A1,S40,GB08,7220175,USJFPG,5310250,Alyssa Ocampo,Legacy,Ashish A Kumar (INALES),4544577495,,,,,
2025,EU,GB,INTEGRATION TECHNOLOGIES LIMIT,ITL,34316044,4546257305,26-02-2025,31-01-2026,HK L3 Support Fees 2025," 35,175.00 ",NZD,4600697303,10,31-12-2028,NZD,GB32023813/GBIT/02074/R/01/01,68003244,KA7570,G9A1,S40,GB08,7220175,USJFPG,5310250,Alyssa Ocampo,Legacy,Ashish A Kumar (INALES),4544577496,,,,,
2025,EU,GB,KCOM GROUP LIMITED,KCOM,34182534,4545499505,13-11-2024,31-01-2026,Telecom Services 2025," 10,000.00 ",GBP,NO OA,NO OA,NO OA,NO OA,GB01002801,68110530,KA7142,G689,R10,GB04,7450050,NLASZD,4018676,DIT,Telecom,Adam Cairney (GBACBP),4543095591,,,,,
2025,EU,GB, KOCHAVA INC,Kochava,34204215,4545614224,28-11-2024,31-01-2026,Mobile Measurement Platform SaaS Fee 2025," 40,000.00 ",USD,4600638394,10,31-08-2025,USD,GB32022287,68119276,KA7551,G689,SI2,GB08,7220175,USJFPG,5304089,Fernanda Simoes,Legacy,Ashish A Kumar (INALES),4543123147,, Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2025,EU,GB,KOREM INC,Korem,34222123,4545732786,13-12-2024,31-01-2026,Data Purchase," 3,10,000.00 ",USD,4600760970,10,30-09-2026,USD,GB32022421/GBRT/32022/R/54/01/05,68086794,KA7570,G9A1,SI2,GB08,7220175,USJFPG,5349330,Akshay Rajagopalan,Other,Ashish A Kumar (INALES),4536810461,, Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2025,EU,GB,The Nielsen Company Euope SARL,Nielsen,34341707,4546425689,20-03-2025,31-12-2025,Global Space Planning Subscription 2025," 3,85,919.00 ",USD,4600667992,10,31-08-2026,GBP,GB32022484/GBIT/32092/R/17/01/05,68105325,KA7551,G9A1,SI2,GB08,7220185,USJFPG,5307434,Riya Raj,Legacy,Ashish A Kumar (INALES),4543321272,,,,,
2024-2025,EU,GB,ODYSSEY INFORMATION SERVICES INC,Odyssey,33851549,4545703627,10-12-2024,31-03-2025,Viptela Replacement Project 2024," 97,700.47 ",GBP,NO OA,NO OA,NO OA,NO OA,GB32022251/ GLIT/32038/R/01/42/01,68086399,KA7265,G9A1,SI2,GB08,7220175,USJFPG,4006794,Raymond Kharagjitsing,Other,Ashish A Kumar (INALES),,4/22 Raymond to provide a new PO end date soon, Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2024-2025,EU,GB,ORACLE CORPORATION UK LTD,Oracle,33992334,4544168435,27-05-2024,30-06-2025,MAPT 300 Licenses Renewal," 8,90,000.00 ",USD,4600737415,10,31-05-2026,USD,GB32022484/GBIT/32092/R/17/01/05,68009708,KA7410,G9A1,SI2,GB08,7220175,USJFPG,5315329,Vijay Kumar B C; Raghavendra Hegde,Legacy,Ashish A Kumar (INALES),,"2/4 an invoice will come in May against this PO, please extend through Q2", Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2025,EU,GB,ORBIS TECH LIMITED,Orbis,34232660,4545800208,23-12-2024,31-01-2026,Subscription Service 2025," 12,00,000.00 ",USD,4600668003,10,31-12-2027,USD,GB01002709,68111305,KA7500,G689,GC5,GB04,7220175,USJFPG,5307436,"Sujatha V S; Sharma, Uma Maheshwari",Legacy,Adam Cairney (GBACBP),4543227983,,,,,
2025,EU,GB,SCHEIDT UND BACHMANN,S&B,34348112,4546522787,02-04-2025,31-12-2025,I240008-01 Viptela Replacement Project ," 3,560.00 ",EUR,NO OA,NO OA,NO OA,NO OA,GB32022251/GLIT/32041/R/01/01/01,68030859,KA7551,G9A1,SI2,GB08,7220175,USJFPG,,Raymond Kharagjitsing,GSS,Ashish A Kumar (INALES),,,,,,
2025,EU,GB,TALKTALK BUSINESS DIRECT,TalkTalk,34234573,4545807391,23-12-2024,31-01-2026,UK Transport Lines 2025," 36,30,000.00 ",GBP,4600557226,10,30-09-2025,GBP,GB01002801,68115679,KA7142,G689,GC5,GB04,7450050,NLASZD,5288727,DIT,Telecom,Adam Cairney (GBACBP),4543084787,,,,,
2025,EU,GB,TRANSACTION NETWORK SERVICES UK LTD ,TNS,34182656,4545508008,15-11-2024,31-01-2026,MPLS links for forced CGI DC move 2025," 80,000.00 ",GBP,NO OA,NO OA,NO OA,NO OA,GB32022239,68008338,KA7142,G9A1,SI2,GB08,7450050,NLASZD,4018676,John Thake,Telecom,Ashish A Kumar (INALES),4543123261,This PO does not have an MSST invoice line item created. it is an exception as its ment for telecoms but it is not validated. , Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2025,EU,GB,TOKHEIM BELGIUM NV,Tokheim,34197641,4545568512,22-11-2024,31-01-2026,DFS L3 Support 2025," 3,15,000.00 ",EUR,4600623051 ,10,30-09-2025,EUR,GB01002795,68048111,KA7500,G689,GC5,GB04,7220175,USJFPG,5303469,Alex Przeslawski ,GSS,Adam Cairney (GBACBP),4542890870,,,,,
2025,EU,GB,TSG UK SOLUTIONS LTD,TSG,34197600,4545568513,22-11-2024,31-01-2026,L1/L2 Costs 2025," 12,35,000.00 ",GBP,4600597195,10,30-09-2025,GBP,GB01002795,68101990,KA7570,G689,GC5,GB04,7220175,USJFPG,5295447,Alex Przeslawski ,GSS,Adam Cairney (GBACBP),4542890875,,,,,
2025,EU,GB,TSG UK SOLUTIONS LTD,TSG,34197642,4545568515,22-11-2024,31-01-2026,Discretionary PO 2025," 2,00,000.00 ",GBP,4600597195,10,30-09-2025,GBP,GB01002795,68101990,KA7570,G689,GC5,GB04,7220175,USJFPG,5295447,Alex Przeslawski ,GSS,Adam Cairney (GBACBP),4542890879,,,,,
2024-2025,EU,GB,T-SYSTEMS LIMITED,TSI,33829186,4543101478,04-01-2024,30-06-2025,"NOC & SM, Cisco DNA, Zscaler"," 52,85,100.00 ",GBP,4600565409,10,31-12-2027,GBP,GB32022239,68036929,KA7142,G9A1,K73,GB08,7450050,NLASZD,5289791,DIT,Telecom,Ashish A Kumar (INALES),4540319615,Extend date keep open through Q2 for any misc charges, Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2025,EU,GB,T-SYSTEMS LIMITED,TSI,34203871,4545614217,28-11-2024,31-01-2026,Viptela Router Replacement," 22,523.00 ",EUR,4600565409,10,31-12-2027,GBP,GB32024320/ GBIT/01181/R/01/01,68036929,KA7142,G9A1,SI2,GB08,7450050,NLASZD,5289791,Raymond Kharagjitsing,Telecom,Ashish A Kumar (INALES),,, Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2025,EU,GB,T-SYSTEMS LIMITED,TSI,34210780,4545663850,05-12-2024,31-01-2026,Telecom Invoices 2025," 4,80,000.00 ",GBP,4600564729,20,31-12-2027,GBP,GB01002801,68036929,KA7142,G689,GC5,GB04,7450050,NLASZD,5289791,DIT,Telecom,Adam Cairney (GBACBP),4543198539,,,,,
2025,EU,GB,T-SYSTEMS LIMITED,TSI,34210792,4545687487,09-12-2024,31-01-2026,"NOC & SM, Cisco DNA, Zscaler"," 37,00,000.00 ",GBP,4600565409,10,31-12-2027,GBP,GB32022239,68036929,KA7142,G9A1,SI2,GB08,7450050,NLASZD,5289791,DIT,Telecom,Ashish A Kumar (INALES),4543101478,, Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2025,EU,GB,T-SYSTEMS LIMITED,TSI,34210798,4545687490,09-12-2024,31-01-2026,Smart Hands 2025," 3,50,000.00 ",EUR,4600564729,10,31-12-2027,GBP,GB32022239,68036929,KA7142,G9A1,SI2,GB08,7450050,NLASZD,5289791,DIT,Telecom,Ashish A Kumar (INALES),,, Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2025,EU,GB,WONDERLINE INTERNATIONAL ZRT.,WonderLine,34267847,4546019646,24-01-2025,31-01-2026,EU/AP Loyalty Support & Operations Services 2025," 65,50,000.00 ",USD,4600780818,10,31-12-2025,USD,GB32022287/GBIT/32032/R/97/01/05,68124143,KA7248,G9A1,SI2,GB08,7220175,USJFPG,5352274,Fernanda Simoes,Legacy,Ashish A Kumar (INALES),4543362888,make sure to add the Region when sending the invoices for approval (it is listed on the majority of the invoices on the bottom - also where the invoice month is), Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2025,EU,GB,Workjam Inc,Workjam,34269155,4546033731,27-01-2025,31-01-2026,License & Evergreening Cost 2025," 10,00,000.00 ",USD,4600476932,10,31-12-2027,USD,GB32022484,68100832,KA7551,G9A1,SI2,GB08,7220175,USJFPG,5268664,Vijay Kumar B C; Raghavendra Hegde,Legacy,Ashish A Kumar (INALES),4543385267,, Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2024,EU,GB,WORLDLINE RETAIL ENTERPRISE UK,Worldline,33801895,4542937859,12-12-2023,30-04-2025,"Software Maintenance, Operations Support & for Account Management 2024"," 5,40,000.00 ",GBP,4600587594,10,31-12-2030,GBP,GB32022287/GBIT/32032/R/97/01/05,68111794,KA7410,G9A1,SI2,GB08,7220175,USJFPG,5293320,Alan Carter; Alex Przeslawski,Legacy,Ashish A Kumar (INALES),4537821685,4/22 can close once the jira maintenance for 12-2024 posts, Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2025,EU,GB,WORLDLINE RETAIL ENTERPRISE UK,Worldline,34189041,4545552085,20-11-2024,31-01-2026,"Software Maintenance, Operations Support & for Account Management 2025"," 6,50,000.00 ",GBP,4600587594,10,31-12-2030,GBP,GB32022287/GBIT/32032/R/97/01/05,68111794,KA7410,G9A1,SI2,GB08,7220175,USJFPG,5293320,Alan Carter; Alex Przeslawski,Legacy,Ashish A Kumar (INALES),4542937859,, Ashish needs the following before he will increase any PO: Summary of what the approval item is for / Who from Shell SOM has agreed for it to be processed /What is the COB (Class of Business) . - This must be provided by MITOM/PO owner.,,,
2025,EU,GB,T-SYSTEMS LIMITED,TSI,34390889,,,,"Decomissioning costs of legacy lines in DE,AT, FR. Project related."," 51,673.00 ",EUR,,,,,GB32025996 / GBIT/02194/R/01/01,68036929,KA7142,G9A1,S40,GB08,7450050,NLASZD,4018676,Abhishek Baghel,Telecom,Ashish A Kumar (INALES),,,,,,
2025,EU,HU,Global Payments Europe,GPE,34231066,4545795181,21-12-2024,31-01-2026,POS Hardware & Support 2025," 65,000.00 ",EUR,4600472029,10,31-12-2027,EUR,HU01000590,68074910,KA7248,H018,GC5,HU04,7220175,USJFPG,5267433,Peter Burko,Legacy,Csaba Fekete (BPTCFEK),4544062309,,,,,
2025,EU,HU,HUGHES NETWORK SYSTEMS LTD,HNS,34182517,4545479800,11-11-2024,31-01-2026,SD-WAN MRC 2025," 7,98,600.00 ",EUR,4600481448,10,20-06-2026,EUR,HU01000579,68016482,KA7125,H018,R20,HU04,7450050,NLASZD,5271141,DIT,Telecom,Csaba Fekete (BPTCFEK),4543520271,,,,,
2025,EU,HU,ICASA ENERGY SOLUTIONS NV,ICASA,34231068,4545795185,21-12-2024,31-01-2026,Ad-hoc Maintenance 2025," 10,000.00 ",EUR,4600562337,10,30-09-2025,EUR,HU01000590,68113342,KA7570,H018,GC5,HU04,7220175,USJFPG,5289542,Peter Burko,Legacy,Csaba Fekete (BPTCFEK),4543283324,,,,,
2025,EU,HU,ICASA ENERGY SOLUTIONS NV,ICASA,34231069,4545795384,21-12-2024,31-01-2026,Swap Stock 2025," 30,000.00 ",EUR,4600562337,10,30-09-2025,EUR,HU01000590,68113342,KA7570,H018,GC5,HU04,7220175,USJFPG,5289542,Peter Burko,Legacy,Csaba Fekete (BPTCFEK),4543283967,,,,,
2025,EU,HU,ICASA ENERGY SOLUTIONS NV,ICASA,34231070,4545795385,21-12-2024,31-01-2026,Support Fees 2025," 2,30,000.00 ",EUR,4600562337,10,30-09-2025,EUR,HU01000590,68113342,KA7570,H018,GC5,HU04,7220175,USJFPG,5289542,Peter Burko,Legacy,Csaba Fekete (BPTCFEK),4543283968,,,,,
2025,EU,HU,LAUREL SZAMITASTECHNIKAI KFT,Laurel,34231103,4545795182,21-12-2024,31-01-2026,Ad-hoc Maintenance/Hardware 2025," 1,10,000.00 ",EUR,4600562329,10,30-09-2025,EUR,HU01000590,68113086,KA7570,H018,GC5,HU04,7220175,USJFPG,5289560,Peter Burko,Legacy,Csaba Fekete (BPTCFEK),4543283962,,,,,
2025,EU,HU,LAUREL SZAMITASTECHNIKAI KFT,Laurel,34231106,4545795184,21-12-2024,31-01-2026,Swap Stock 2025," 50,000.00 ",EUR,4600562329,10,30-09-2025,EUR,HU01000590,68113086,KA7570,H018,GC5,HU04,7220175,USJFPG,5289560,Peter Burko,Legacy,Csaba Fekete (BPTCFEK),4543283964,,,,,
2025,EU,HU,LAUREL SZAMITASTECHNIKAI KFT,Laurel,34231105,4545795183,21-12-2024,31-01-2026,Support Fees 2025," 4,50,000.00 ",EUR,4600562329,10,30-09-2025,EUR,HU01000590,68113086,KA7570,H018,GC5,HU04,7220175,USJFPG,5289560,Peter Burko,Legacy,Csaba Fekete (BPTCFEK),4543283965,,,,,
2025,EU,HU,TOKHEIM BELGIUM NV,Tokheim,34231102,4545795180,21-12-2024,31-01-2026,Support Fees 2025," 1,30,000.00 ",EUR,4600628146,10,30-09-2025,EUR,HU01000590,68048111,KA7410,H018,GC5,HU04,7220175,USJFPG,5303697,Peter Burko,Legacy,Csaba Fekete (BPTCFEK),4543283319,,,,,
